2021-11-11 12:31:00,118 INFO  [Log] <<<<<<<<<<<<<         Execution Kick Off - Reading Master file         >>>>>>>>>>>>> 
2021-11-11 12:31:01,376 INFO  [Log] $$           Test Execution for Application : EPP           $$ 
2021-11-11 12:31:01,504 INFO  [Log] $$           Reading Test Case Details from 'EPP' sheet of Master file           $$ 
2021-11-11 12:31:01,504 INFO  [Log] **************************************************************************************** 
2021-11-11 12:31:01,505 INFO  [Log] $$     EPP_TC003 : CREATE A MANUAL PAYMENT[INCOMING_CUST FRB]     $$ 
2021-11-11 12:31:01,513 INFO  [Log] **************************************************************************************** 
2021-11-11 12:31:05,714 INFO  [Log] XXXXXXXXXXXXXXXXXXXXXXX             Iteration - 1             XXXXXXXXXXXXXXXXXXXXXX 
2021-11-11 12:31:05,716 INFO  [Log] Go To URL [https://portal.uat.fec-frms.fiservapps.com/portal/login?c=D02T021] 
2021-11-11 12:33:47,772 INFO  [Log] Page Name [ EPP_LoginPage]  ###  Field Name [Login Logo]   ###   Action [WaitForPresence]    ###   Locator [By.xpath: //h2[text()='Log in to your account']] 
2021-11-11 12:33:47,829 INFO  [Log] Page Name [ EPP_LoginPage]  ###  Field Name and Value [EPPUserID = DT021TS]   ###   Action [EnterText]    ###   Locator [By.xpath: //input[@id='usrName']] 
2021-11-11 12:33:48,328 INFO  [Log] Page Name [ EPP_LoginPage]  ###  Field Name and Value [EPPPswd = Fiserv@1234]   ###   Action [EnterText]    ###   Locator [By.xpath: //input[@id='usrPwd']] 
2021-11-11 12:33:48,664 INFO  [Log] Page Name [ EPP_LoginPage]  ###  Field Name [LoginButton]   ###   Action [Click]    ###   Locator [By.xpath: //button[text()='Log in']] 
2021-11-11 12:33:51,193 INFO  [Log] Page Name [ EPP_SecurityPage]  ###  Field Name [Security Question]   ###   Action [WaitForPresence]    ###   Locator [By.xpath: //h2[@id='securityQuestionsHeading']] 
2021-11-11 12:33:51,607 INFO  [Log] Page Name [ EPP_SecurityPage]  ###  Field Name [SecurityQuestion1]   ###   Action [GetElementText]    ###   Locator [By.xpath: //p[@id='securityQuestionsSubHeading']//../div[1]//label] 
2021-11-11 12:33:51,724 INFO  [Log] Page Name [ EPP_SecurityPage]  ###  Field Name [SecurityQuestion2]   ###   Action [GetElementText]    ###   Locator [By.xpath: //p[@id='securityQuestionsSubHeading']//../div[2]//label] 
2021-11-11 12:33:55,870 INFO  [Log] Page Name [ EPP_SecurityPage]  ###  Field Name and Value [SecurityQuestion1 = employer]   ###   Action [EnterText]    ###   Locator [By.xpath: //p[@id='securityQuestionsSubHeading']//../div[1]//input[@id='newQuestionAns-0']] 
2021-11-11 12:34:04,246 INFO  [Log] Page Name [ EPP_SecurityPage]  ###  Field Name and Value [SecurityQuestion2 = name]   ###   Action [EnterText]    ###   Locator [By.xpath: //p[@id='securityQuestionsSubHeading']//../div[2]//input[@id='newQuestionAns-1']] 
2021-11-11 12:34:20,827 INFO  [Log] Page Name [ EPP_SecurityPage]  ###  Field Name [SecurityQuestions]   ###   Action [Click]    ###   Locator [By.xpath: //button[@id='btnVerifySecurityQuestionsSubmit']] 
2021-11-11 12:34:29,088 INFO  [Log] Page Name [ EPP_ProductSelection]  ###  Field Name [EPP Product Selected]   ###   Action [WaitForPresence]    ###   Locator [By.xpath: //img[@class='product_logo'][@title='Enterprise Payments Platform']] 
2021-11-11 12:34:29,607 INFO  [Log] Page Name [ EPP_ProductSelection]  ###  Field Name [EPP Product Selected]   ###   Action [Click]    ###   Locator [By.xpath: //img[@class='product_logo'][@title='Enterprise Payments Platform']] 
2021-11-11 12:35:00,362 INFO  [Log] Switch To Window With Title As [Unauthorized Access Warning] 
